Município,Total,Única,Proporção casais sem filhos,Nível,Código,Índice de envelhecimento,Renda média 60+,nome,UF
alta floresta d'oeste,2671.0,2430.0,0.909771621115687,MU,1100015,34.0,2407.27,alta floresta d'oeste,11.0
alta floresta d'oeste,2671.0,2430.0,0.909771621115687,MU,1100015,101.82,2407.27,alta floresta d'oeste,11.0
ariquemes,11780.0,10102.0,0.8575551782682512,MU,1100023,34.61,2420.52,ariquemes,11.0
ariquemes,11780.0,10102.0,0.8575551782682512,MU,1100023,32.0,2420.52,ariquemes,11.0
ariquemes,11780.0,10102.0,0.8575551782682512,MU,1100023,98.25,2420.52,ariquemes,11.0
cabixi,697.0,646.0,0.926829268292683,MU,1100031,64.14,2049.235,cabixi,11.0
cabixi,697.0,646.0,0.926829268292683,MU,1100031,38.0,2049.235,cabixi,11.0
cabixi,697.0,646.0,0.926829268292683,MU,1100031,102.15,2049.235,cabixi,11.0
cacoal,11166.0,9784.0,0.876231416801003,MU,1100049,43.5,2777.86,cacoal,11.0
cacoal,11166.0,9784.0,0.876231416801003,MU,1100049,33.0,2777.86,cacoal,11.0
cacoal,11166.0,9784.0,0.876231416801003,MU,1100049,95.93,2777.86,cacoal,11.0
cerejeiras,2022.0,1882.0,0.9307616221562808,MU,1100056,47.01,2651.3100000000004,cerejeiras,11.0
cerejeiras,2022.0,1882.0,0.9307616221562808,MU,1100056,34.0,2651.3100000000004,cerejeiras,11.0
cerejeiras,2022.0,1882.0,0.9307616221562808,MU,1100056,98.03,2651.3100000000004,cerejeiras,11.0
colorado do oeste,2142.0,2019.0,0.9425770308123248,MU,1100064,60.62,2798.7650000000003,colorado do oeste,11.0
colorado do oeste,2142.0,2019.0,0.9425770308123248,MU,1100064,36.0,2798.7650000000003,colorado do oeste,11.0
colorado do oeste,2142.0,2019.0,0.9425770308123248,MU,1100064,99.22,2798.7650000000003,colorado do oeste,11.0
corumbiara,1001.0,937.0,0.936063936063936,MU,1100072,45.2,2153.195,corumbiara,11.0
corumbiara,1001.0,937.0,0.936063936063936,MU,1100072,35.0,2153.195,corumbiara,11.0
corumbiara,1001.0,937.0,0.936063936063936,MU,1100072,108.63,2153.195,corumbiara,11.0
costa marques,1238.0,1102.0,0.8901453957996769,MU,1100080,27.42,3093.9,costa marques,11.0
costa marques,1238.0,1102.0,0.8901453957996769,MU,1100080,30.0,3093.9,costa marques,11.0
costa marques,1238.0,1102.0,0.8901453957996769,MU,1100080,107.41,3093.9,costa marques,11.0
espigão d'oeste,3673.0,3318.0,0.9033487612306016,MU,1100098,41.06,2978.26,espigão d'oeste,11.0
espigão d'oeste,3673.0,3318.0,0.9033487612306016,MU,1100098,33.0,2978.26,espigão d'oeste,11.0
espigão d'oeste,3673.0,3318.0,0.9033487612306016,MU,1100098,100.72,2978.26,espigão d'oeste,11.0
guajará-mirim,3372.0,2664.0,0.7900355871886121,MU,1100106,26.54,2790.045,guajará-mirim,11.0
guajará-mirim,3372.0,2664.0,0.7900355871886121,MU,1100106,29.0,2790.045,guajará-mirim,11.0
guajará-mirim,3372.0,2664.0,0.7900355871886121,MU,1100106,100.36,2790.045,guajará-mirim,11.0
jaru,6809.0,6164.0,0.905272433543839,MU,1100114,44.25,3142.085,jaru,11.0
jaru,6809.0,6164.0,0.905272433543839,MU,1100114,33.0,3142.085,jaru,11.0
jaru,6809.0,6164.0,0.905272433543839,MU,1100114,97.37,3142.085,jaru,11.0
ji-paraná,15392.0,13504.0,0.8773388773388774,MU,1100122,39.06,3133.74,ji-paraná,11.0
ji-paraná,15392.0,13504.0,0.8773388773388774,MU,1100122,32.0,3133.74,ji-paraná,11.0
ji-paraná,15392.0,13504.0,0.8773388773388774,MU,1100122,96.81,3133.74,ji-paraná,11.0
machadinho d'oeste,3630.0,3275.0,0.9022038567493113,MU,1100130,33.76,1623.85,machadinho d'oeste,11.0
machadinho d'oeste,3630.0,3275.0,0.9022038567493113,MU,1100130,32.0,1623.85,machadinho d'oeste,11.0
machadinho d'oeste,3630.0,3275.0,0.9022038567493113,MU,1100130,109.0,1623.85,machadinho d'oeste,11.0
nova brasilândia d'oeste,2232.0,2086.0,0.9345878136200716,MU,1100148,52.23,2154.035,nova brasilândia d'oeste,11.0
nova brasilândia d'oeste,2232.0,2086.0,0.9345878136200716,MU,1100148,35.0,2154.035,nova brasilândia d'oeste,11.0
nova brasilândia d'oeste,2232.0,2086.0,0.9345878136200716,MU,1100148,104.5,2154.035,nova brasilândia d'oeste,11.0
ouro preto do oeste,4633.0,4106.0,0.886250809410749,MU,1100155,52.66,2523.475,ouro preto do oeste,11.0
ouro preto do oeste,4633.0,4106.0,0.886250809410749,MU,1100155,35.0,2523.475,ouro preto do oeste,11.0
ouro preto do oeste,4633.0,4106.0,0.886250809410749,MU,1100155,96.73,2523.475,ouro preto do oeste,11.0
pimenta bueno,4446.0,3858.0,0.8677462887989204,MU,1100189,39.64,2568.665,pimenta bueno,11.0
pimenta bueno,4446.0,3858.0,0.8677462887989204,MU,1100189,33.0,2568.665,pimenta bueno,11.0
pimenta bueno,4446.0,3858.0,0.8677462887989204,MU,1100189,100.41,2568.665,pimenta bueno,11.0
porto velho,48102.0,36784.0,0.7647083281360443,MU,1100205,29.54,3691.93,porto velho,11.0
porto velho,48102.0,36784.0,0.7647083281360443,MU,1100205,31.0,3691.93,porto velho,11.0
porto velho,48102.0,36784.0,0.7647083281360443,MU,1100205,96.76,3691.93,porto velho,11.0
presidente médici,2765.0,2416.0,0.8737793851717902,MU,1100254,61.91,3188.125,presidente médici,11.0
presidente médici,2765.0,2416.0,0.8737793851717902,MU,1100254,61.91,3188.125,presidente médici,21.0
presidente médici,2765.0,2416.0,0.8737793851717902,MU,1100254,37.0,3188.125,presidente médici,11.0
presidente médici,2765.0,2416.0,0.8737793851717902,MU,1100254,37.0,3188.125,presidente médici,21.0
presidente médici,2765.0,2416.0,0.8737793851717902,MU,1100254,99.8,3188.125,presidente médici,11.0
presidente médici,2765.0,2416.0,0.8737793851717902,MU,1100254,99.8,3188.125,presidente médici,21.0
rio crespo,451.0,391.0,0.8669623059866962,MU,1100262,41.87,1675.435,rio crespo,11.0
rio crespo,451.0,391.0,0.8669623059866962,MU,1100262,35.0,1675.435,rio crespo,11.0
rio crespo,451.0,391.0,0.8669623059866962,MU,1100262,113.86,1675.435,rio crespo,11.0
rolim de moura,7346.0,6528.0,0.8886468826572285,MU,1100288,42.07,2952.835,rolim de moura,11.0
rolim de moura,7346.0,6528.0,0.8886468826572285,MU,1100288,33.0,2952.835,rolim de moura,11.0
rolim de moura,7346.0,6528.0,0.8886468826572285,MU,1100288,97.46,2952.835,rolim de moura,11.0
santa luzia d'oeste,1037.0,982.0,0.9469623915139826,MU,1100296,61.65,2652.46,santa luzia d'oeste,11.0
santa luzia d'oeste,1037.0,982.0,0.9469623915139826,MU,1100296,38.0,2652.46,santa luzia d'oeste,11.0
santa luzia d'oeste,1037.0,982.0,0.9469623915139826,MU,1100296,101.22,2652.46,santa luzia d'oeste,11.0
vilhena,11806.0,10397.0,0.8806539047941725,MU,1100304,33.52,2791.62,vilhena,11.0
vilhena,11806.0,10397.0,0.8806539047941725,MU,1100304,32.0,2791.62,vilhena,11.0
vilhena,11806.0,10397.0,0.8806539047941725,MU,1100304,96.91,2791.62,vilhena,11.0
são miguel do guaporé,2622.0,2356.0,0.8985507246376812,MU,1100320,36.71,2438.1,são miguel do guaporé,11.0
são miguel do guaporé,2622.0,2356.0,0.8985507246376812,MU,1100320,32.0,2438.1,são miguel do guaporé,11.0
são miguel do guaporé,2622.0,2356.0,0.8985507246376812,MU,1100320,103.49,2438.1,são miguel do guaporé,11.0
nova mamoré,2683.0,2362.0,0.8803578084234066,MU,1100338,25.34,2091.27,nova mamoré,11.0
nova mamoré,2683.0,2362.0,0.8803578084234066,MU,1100338,29.0,2091.27,nova mamoré,11.0
nova mamoré,2683.0,2362.0,0.8803578084234066,MU,1100338,105.09,2091.27,nova mamoré,11.0
alvorada d'oeste,1664.0,1526.0,0.9170673076923076,MU,1100346,57.08,3231.4700000000003,alvorada d'oeste,11.0
alvorada d'oeste,1664.0,1526.0,0.9170673076923076,MU,1100346,36.0,3231.4700000000003,alvorada d'oeste,11.0
alvorada d'oeste,1664.0,1526.0,0.9170673076923076,MU,1100346,101.68,3231.4700000000003,alvorada d'oeste,11.0
alto alegre dos parecis,1315.0,1206.0,0.9171102661596958,MU,1100379,40.05,2042.28,alto alegre dos parecis,11.0
alto alegre dos parecis,1315.0,1206.0,0.9171102661596958,MU,1100379,33.0,2042.28,alto alegre dos parecis,11.0
alto alegre dos parecis,1315.0,1206.0,0.9171102661596958,MU,1100379,104.98,2042.28,alto alegre dos parecis,11.0
alto paraíso,1860.0,1659.0,0.8919354838709678,MU,1100403,39.21,2378.125,alto paraíso,41.0
alto paraíso,1860.0,1659.0,0.8919354838709678,MU,1100403,39.21,2378.125,alto paraíso,11.0
alto paraíso,1860.0,1659.0,0.8919354838709678,MU,1100403,33.0,2378.125,alto paraíso,41.0
alto paraíso,1860.0,1659.0,0.8919354838709678,MU,1100403,33.0,2378.125,alto paraíso,11.0
alto paraíso,1860.0,1659.0,0.8919354838709678,MU,1100403,104.56,2378.125,alto paraíso,41.0
alto paraíso,1860.0,1659.0,0.8919354838709678,MU,1100403,104.56,2378.125,alto paraíso,11.0
buritis,3295.0,3029.0,0.9192716236722308,MU,1100452,33.34,2535.725,buritis,11.0
buritis,3295.0,3029.0,0.9192716236722308,MU,1100452,33.34,2535.725,buritis,31.0
buritis,3295.0,3029.0,0.9192716236722308,MU,1100452,31.0,2535.725,buritis,11.0
buritis,3295.0,3029.0,0.9192716236722308,MU,1100452,31.0,2535.725,buritis,31.0
buritis,3295.0,3029.0,0.9192716236722308,MU,1100452,103.22,2535.725,buritis,11.0
buritis,3295.0,3029.0,0.9192716236722308,MU,1100452,103.22,2535.725,buritis,31.0
novo horizonte do oeste,986.0,908.0,0.920892494929006,MU,1100502,59.79,2825.7250000000004,novo horizonte do oeste,11.0
novo horizonte do oeste,986.0,908.0,0.920892494929006,MU,1100502,37.0,2825.7250000000004,novo horizonte do oeste,11.0
novo horizonte do oeste,986.0,908.0,0.920892494929006,MU,1100502,104.78,2825.7250000000004,novo horizonte do oeste,11.0
cacaulândia,465.0,441.0,0.9483870967741936,MU,1100601,46.5,3629.48,cacaulândia,11.0
cacaulândia,465.0,441.0,0.9483870967741936,MU,1100601,34.0,3629.48,cacaulândia,11.0
cacaulândia,465.0,441.0,0.9483870967741936,MU,1100601,106.26,3629.48,cacaulândia,11.0
campo novo de rondônia,1024.0,959.0,0.9365234375,MU,1100700,33.53,2575.44,campo novo de rondônia,11.0
campo novo de rondônia,1024.0,959.0,0.9365234375,MU,1100700,33.0,2575.44,campo novo de rondônia,11.0
campo novo de rondônia,1024.0,959.0,0.9365234375,MU,1100700,111.53,2575.44,campo novo de rondônia,11.0
candeias do jamari,2440.0,1885.0,0.7725409836065574,MU,1100809,29.36,1978.705,candeias do jamari,11.0
candeias do jamari,2440.0,1885.0,0.7725409836065574,MU,1100809,30.0,1978.705,candeias do jamari,11.0
candeias do jamari,2440.0,1885.0,0.7725409836065574,MU,1100809,105.77,1978.705,candeias do jamari,11.0
castanheiras,494.0,410.0,0.8299595141700404,MU,1100908,60.95,1998.465,castanheiras,11.0
castanheiras,494.0,410.0,0.8299595141700404,MU,1100908,38.0,1998.465,castanheiras,11.0
castanheiras,494.0,410.0,0.8299595141700404,MU,1100908,105.27,1998.465,castanheiras,11.0
chupinguaia,1059.0,971.0,0.9169027384324836,MU,1100924,22.85,2572.49,chupinguaia,11.0
chupinguaia,1059.0,971.0,0.9169027384324836,MU,1100924,30.0,2572.49,chupinguaia,11.0
chupinguaia,1059.0,971.0,0.9169027384324836,MU,1100924,103.09,2572.49,chupinguaia,11.0
cujubim,1787.0,1582.0,0.885282596530498,MU,1100940,24.62,1917.605,cujubim,11.0
cujubim,1787.0,1582.0,0.885282596530498,MU,1100940,30.0,1917.605,cujubim,11.0
cujubim,1787.0,1582.0,0.885282596530498,MU,1100940,107.38,1917.605,cujubim,11.0
governador jorge teixeira,1099.0,998.0,0.908098271155596,MU,1101005,49.15,2435.29,governador jorge teixeira,11.0
governador jorge teixeira,1099.0,998.0,0.908098271155596,MU,1101005,35.0,2435.29,governador jorge teixeira,11.0
governador jorge teixeira,1099.0,998.0,0.908098271155596,MU,1101005,103.95,2435.29,governador jorge teixeira,11.0
itapuã do oeste,1072.0,917.0,0.855410447761194,MU,1101104,30.5,2808.475,itapuã do oeste,11.0
itapuã do oeste,1072.0,917.0,0.855410447761194,MU,1101104,30.0,2808.475,itapuã do oeste,11.0
itapuã do oeste,1072.0,917.0,0.855410447761194,MU,1101104,108.9,2808.475,itapuã do oeste,11.0
ministro andreazza,875.0,816.0,0.9325714285714286,MU,1101203,64.78,2038.14,ministro andreazza,11.0
ministro andreazza,875.0,816.0,0.9325714285714286,MU,1101203,37.0,2038.14,ministro andreazza,11.0
ministro andreazza,875.0,816.0,0.9325714285714286,MU,1101203,103.14,2038.14,ministro andreazza,11.0
mirante da serra,1175.0,1049.0,0.8927659574468085,MU,1101302,56.93,1819.205,mirante da serra,11.0
mirante da serra,1175.0,1049.0,0.8927659574468085,MU,1101302,36.0,1819.205,mirante da serra,11.0
mirante da serra,1175.0,1049.0,0.8927659574468085,MU,1101302,102.26,1819.205,mirante da serra,11.0
monte negro,1512.0,1390.0,0.9193121693121692,MU,1101401,48.89,2460.06,monte negro,11.0
monte negro,1512.0,1390.0,0.9193121693121692,MU,1101401,35.0,2460.06,monte negro,11.0
monte negro,1512.0,1390.0,0.9193121693121692,MU,1101401,107.96,2460.06,monte negro,11.0
nova união,777.0,715.0,0.9202059202059202,MU,1101435,50.76,1683.445,nova união,31.0
nova união,777.0,715.0,0.9202059202059202,MU,1101435,50.76,1683.445,nova união,11.0
nova união,777.0,715.0,0.9202059202059202,MU,1101435,36.0,1683.445,nova união,31.0
nova união,777.0,715.0,0.9202059202059202,MU,1101435,36.0,1683.445,nova união,11.0
nova união,777.0,715.0,0.9202059202059202,MU,1101435,103.75,1683.445,nova união,31.0
nova união,777.0,715.0,0.9202059202059202,MU,1101435,103.75,1683.445,nova união,11.0
parecis,511.0,484.0,0.9471624266144814,MU,1101450,37.82,2342.08,parecis,11.0
parecis,511.0,484.0,0.9471624266144814,MU,1101450,34.0,2342.08,parecis,11.0
parecis,511.0,484.0,0.9471624266144814,MU,1101450,110.24,2342.08,parecis,11.0
pimenteiras do oeste,256.0,238.0,0.9296875,MU,1101468,32.71,1677.755,pimenteiras do oeste,11.0
pimenteiras do oeste,256.0,238.0,0.9296875,MU,1101468,33.0,1677.755,pimenteiras do oeste,11.0
pimenteiras do oeste,256.0,238.0,0.9296875,MU,1101468,102.63,1677.755,pimenteiras do oeste,11.0
primavera de rondônia,432.0,399.0,0.9236111111111112,MU,1101476,55.39,1774.0100000000002,primavera de rondônia,11.0
primavera de rondônia,432.0,399.0,0.9236111111111112,MU,1101476,37.0,1774.0100000000002,primavera de rondônia,11.0
primavera de rondônia,432.0,399.0,0.9236111111111112,MU,1101476,105.61,1774.0100000000002,primavera de rondônia,11.0
são felipe d'oeste,689.0,644.0,0.934687953555878,MU,1101484,70.52,1981.455,são felipe d'oeste,11.0
são felipe d'oeste,689.0,644.0,0.934687953555878,MU,1101484,39.0,1981.455,são felipe d'oeste,11.0
são felipe d'oeste,689.0,644.0,0.934687953555878,MU,1101484,105.07,1981.455,são felipe d'oeste,11.0
são francisco do guaporé,1843.0,1693.0,0.9186109603906674,MU,1101492,29.6,2054.925,são francisco do guaporé,11.0
são francisco do guaporé,1843.0,1693.0,0.9186109603906674,MU,1101492,31.0,2054.925,são francisco do guaporé,11.0
são francisco do guaporé,1843.0,1693.0,0.9186109603906674,MU,1101492,103.24,2054.925,são francisco do guaporé,11.0
seringueiras,1352.0,1210.0,0.8949704142011834,MU,1101500,36.73,2366.24,seringueiras,11.0
seringueiras,1352.0,1210.0,0.8949704142011834,MU,1101500,32.0,2366.24,seringueiras,11.0
seringueiras,1352.0,1210.0,0.8949704142011834,MU,1101500,105.16,2366.24,seringueiras,11.0
teixeirópolis,567.0,532.0,0.9382716049382716,MU,1101559,66.54,1940.55,teixeirópolis,11.0
teixeirópolis,567.0,532.0,0.9382716049382716,MU,1101559,38.0,1940.55,teixeirópolis,11.0
teixeirópolis,567.0,532.0,0.9382716049382716,MU,1101559,102.76,1940.55,teixeirópolis,11.0
theobroma,1175.0,1072.0,0.9123404255319147,MU,1101609,54.7,2414.085,theobroma,11.0
theobroma,1175.0,1072.0,0.9123404255319147,MU,1101609,38.0,2414.085,theobroma,11.0
theobroma,1175.0,1072.0,0.9123404255319147,MU,1101609,106.75,2414.085,theobroma,11.0
urupá,1416.0,1315.0,0.9286723163841808,MU,1101708,58.06,2156.9,urupá,11.0
urupá,1416.0,1315.0,0.9286723163841808,MU,1101708,35.0,2156.9,urupá,11.0
urupá,1416.0,1315.0,0.9286723163841808,MU,1101708,102.89,2156.9,urupá,11.0
vale do anari,1003.0,931.0,0.9282153539381854,MU,1101757,46.99,2423.675,vale do anari,11.0
vale do anari,1003.0,931.0,0.9282153539381854,MU,1101757,36.0,2423.675,vale do anari,11.0
vale do anari,1003.0,931.0,0.9282153539381854,MU,1101757,108.91,2423.675,vale do anari,11.0
vale do paraíso,920.0,862.0,0.9369565217391304,MU,1101807,65.95,2590.6000000000004,vale do paraíso,11.0
vale do paraíso,920.0,862.0,0.9369565217391304,MU,1101807,38.0,2590.6000000000004,vale do paraíso,11.0
vale do paraíso,920.0,862.0,0.9369565217391304,MU,1101807,104.19,2590.6000000000004,vale do paraíso,11.0
acrelândia,1325.0,1165.0,0.879245283018868,MU,1200013,25.85,1588.78,acrelândia,12.0
acrelândia,1325.0,1165.0,0.879245283018868,MU,1200013,28.0,1588.78,acrelândia,12.0
acrelândia,1325.0,1165.0,0.879245283018868,MU,1200013,104.18,1588.78,acrelândia,12.0
assis brasil,606.0,514.0,0.8481848184818482,MU,1200054,17.65,3030.94,assis brasil,12.0
assis brasil,606.0,514.0,0.8481848184818482,MU,1200054,25.0,3030.94,assis brasil,12.0
assis brasil,606.0,514.0,0.8481848184818482,MU,1200054,104.34,3030.94,assis brasil,12.0
brasiléia,2554.0,2056.0,0.8050117462803446,MU,1200104,25.34,2122.725,brasiléia,12.0
brasiléia,2554.0,2056.0,0.8050117462803446,MU,1200104,28.0,2122.725,brasiléia,12.0
brasiléia,2554.0,2056.0,0.8050117462803446,MU,1200104,101.74,2122.725,brasiléia,12.0
bujari,1386.0,1150.0,0.8297258297258298,MU,1200138,26.12,1266.4,bujari,12.0
bujari,1386.0,1150.0,0.8297258297258298,MU,1200138,28.0,1266.4,bujari,12.0
bujari,1386.0,1150.0,0.8297258297258298,MU,1200138,108.27,1266.4,bujari,12.0
capixaba,983.0,850.0,0.8646998982706002,MU,1200179,26.94,1970.645,capixaba,12.0
capixaba,983.0,850.0,0.8646998982706002,MU,1200179,28.0,1970.645,capixaba,12.0
capixaba,983.0,850.0,0.8646998982706002,MU,1200179,109.77,1970.645,capixaba,12.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,21.81,2051.34,cruzeiro do sul,41.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,21.81,2051.34,cruzeiro do sul,43.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,21.81,2051.34,cruzeiro do sul,12.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,26.0,2051.34,cruzeiro do sul,41.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,26.0,2051.34,cruzeiro do sul,43.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,26.0,2051.34,cruzeiro do sul,12.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,99.58,2051.34,cruzeiro do sul,41.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,99.58,2051.34,cruzeiro do sul,43.0
cruzeiro do sul,7985.0,5490.0,0.6875391358797746,MU,1200203,99.58,2051.34,cruzeiro do sul,12.0
epitaciolândia,1950.0,1614.0,0.8276923076923077,MU,1200252,24.87,2032.88,epitaciolândia,12.0
epitaciolândia,1950.0,1614.0,0.8276923076923077,MU,1200252,28.0,2032.88,epitaciolândia,12.0
epitaciolândia,1950.0,1614.0,0.8276923076923077,MU,1200252,101.04,2032.88,epitaciolândia,12.0
feijó,2369.0,1678.0,0.7083157450401013,MU,1200302,15.95,1345.255,feijó,12.0
feijó,2369.0,1678.0,0.7083157450401013,MU,1200302,23.0,1345.255,feijó,12.0
feijó,2369.0,1678.0,0.7083157450401013,MU,1200302,105.76,1345.255,feijó,12.0
jordão,363.0,256.0,0.7052341597796143,MU,1200328,6.55,1475.605,jordão,12.0
jordão,363.0,256.0,0.7052341597796143,MU,1200328,18.0,1475.605,jordão,12.0
jordão,363.0,256.0,0.7052341597796143,MU,1200328,107.1,1475.605,jordão,12.0
mâncio lima,1309.0,1046.0,0.799083269671505,MU,1200336,19.54,1721.63,mâncio lima,12.0
mâncio lima,1309.0,1046.0,0.799083269671505,MU,1200336,25.0,1721.63,mâncio lima,12.0
mâncio lima,1309.0,1046.0,0.799083269671505,MU,1200336,104.82,1721.63,mâncio lima,12.0
manoel urbano,839.0,531.0,0.6328963051251489,MU,1200344,15.17,1228.8249999999998,manoel urbano,12.0
manoel urbano,839.0,531.0,0.6328963051251489,MU,1200344,23.0,1228.8249999999998,manoel urbano,12.0
manoel urbano,839.0,531.0,0.6328963051251489,MU,1200344,111.35,1228.8249999999998,manoel urbano,12.0
marechal thaumaturgo,956.0,714.0,0.7468619246861925,MU,1200351,10.13,1048.7,marechal thaumaturgo,12.0
marechal thaumaturgo,956.0,714.0,0.7468619246861925,MU,1200351,20.0,1048.7,marechal thaumaturgo,12.0
marechal thaumaturgo,956.0,714.0,0.7468619246861925,MU,1200351,110.25,1048.7,marechal thaumaturgo,12.0
plácido de castro,1786.0,1508.0,0.8443449048152296,MU,1200385,31.14,1862.705,plácido de castro,12.0
plácido de castro,1786.0,1508.0,0.8443449048152296,MU,1200385,29.0,1862.705,plácido de castro,12.0
plácido de castro,1786.0,1508.0,0.8443449048152296,MU,1200385,105.69,1862.705,plácido de castro,12.0
porto walter,558.0,312.0,0.5591397849462365,MU,1200393,9.98,1845.775,porto walter,12.0
porto walter,558.0,312.0,0.5591397849462365,MU,1200393,20.0,1845.775,porto walter,12.0
porto walter,558.0,312.0,0.5591397849462365,MU,1200393,110.37,1845.775,porto walter,12.0
rio branco,39564.0,31258.0,0.7900616722272773,MU,1200401,29.35,3414.315,rio branco,51.0
rio branco,39564.0,31258.0,0.7900616722272773,MU,1200401,29.35,3414.315,rio branco,12.0
rio branco,39564.0,31258.0,0.7900616722272773,MU,1200401,30.0,3414.315,rio branco,51.0
rio branco,39564.0,31258.0,0.7900616722272773,MU,1200401,30.0,3414.315,rio branco,12.0
rio branco,39564.0,31258.0,0.7900616722272773,MU,1200401,93.91,3414.315,rio branco,51.0
rio branco,39564.0,31258.0,0.7900616722272773,MU,1200401,93.91,3414.315,rio branco,12.0
rodrigues alves,1131.0,733.0,0.6480990274093722,MU,1200427,16.83,1133.41,rodrigues alves,12.0
rodrigues alves,1131.0,733.0,0.6480990274093722,MU,1200427,23.0,1133.41,rodrigues alves,12.0
rodrigues alves,1131.0,733.0,0.6480990274093722,MU,1200427,108.89,1133.41,rodrigues alves,12.0
santa rosa do purus,263.0,137.0,0.5209125475285171,MU,1200435,7.68,1507.895,santa rosa do purus,12.0
santa rosa do purus,263.0,137.0,0.5209125475285171,MU,1200435,17.0,1507.895,santa rosa do purus,12.0
santa rosa do purus,263.0,137.0,0.5209125475285171,MU,1200435,103.73,1507.895,santa rosa do purus,12.0
senador guiomard,2300.0,1672.0,0.7269565217391304,MU,1200450,31.36,1537.215,senador guiomard,12.0
senador guiomard,2300.0,1672.0,0.7269565217391304,MU,1200450,30.0,1537.215,senador guiomard,12.0
senador guiomard,2300.0,1672.0,0.7269565217391304,MU,1200450,106.01,1537.215,senador guiomard,12.0
sena madureira,3491.0,2697.0,0.7725580063019192,MU,1200500,23.15,1928.91,sena madureira,12.0
sena madureira,3491.0,2697.0,0.7725580063019192,MU,1200500,26.0,1928.91,sena madureira,12.0
sena madureira,3491.0,2697.0,0.7725580063019192,MU,1200500,107.76,1928.91,sena madureira,12.0
tarauacá,2673.0,1786.0,0.668163112607557,MU,1200609,14.67,1944.465,tarauacá,12.0
tarauacá,2673.0,1786.0,0.668163112607557,MU,1200609,22.0,1944.465,tarauacá,12.0
tarauacá,2673.0,1786.0,0.668163112607557,MU,1200609,110.33,1944.465,tarauacá,12.0
xapuri,1816.0,1480.0,0.8149779735682819,MU,1200708,26.66,2232.32,xapuri,12.0
xapuri,1816.0,1480.0,0.8149779735682819,MU,1200708,28.0,2232.32,xapuri,12.0
xapuri,1816.0,1480.0,0.8149779735682819,MU,1200708,106.53,2232.32,xapuri,12.0
porto acre,1744.0,1395.0,0.7998853211009175,MU,1200807,30.7,1832.94,porto acre,12.0
porto acre,1744.0,1395.0,0.7998853211009175,MU,1200807,28.0,1832.94,porto acre,12.0
porto acre,1744.0,1395.0,0.7998853211009175,MU,1200807,108.14,1832.94,porto acre,12.0
alvarães,845.0,344.0,0.4071005917159763,MU,1300029,13.09,1085.84,alvarães,13.0
alvarães,845.0,344.0,0.4071005917159763,MU,1300029,21.0,1085.84,alvarães,13.0
alvarães,845.0,344.0,0.4071005917159763,MU,1300029,107.94,1085.84,alvarães,13.0
amaturá,454.0,187.0,0.4118942731277533,MU,1300060,13.02,2699.83,amaturá,13.0
amaturá,454.0,187.0,0.4118942731277533,MU,1300060,21.0,2699.83,amaturá,13.0
amaturá,454.0,187.0,0.4118942731277533,MU,1300060,105.41,2699.83,amaturá,13.0
anamã,658.0,337.0,0.5121580547112462,MU,1300086,14.62,1631.345,anamã,13.0
anamã,658.0,337.0,0.5121580547112462,MU,1300086,23.0,1631.345,anamã,13.0
anamã,658.0,337.0,0.5121580547112462,MU,1300086,109.73,1631.345,anamã,13.0
anori,1089.0,518.0,0.4756657483930211,MU,1300102,16.28,1392.85,anori,13.0
anori,1089.0,518.0,0.4756657483930211,MU,1300102,24.0,1392.85,anori,13.0
anori,1089.0,518.0,0.4756657483930211,MU,1300102,109.53,1392.85,anori,13.0
apuí,1817.0,986.0,0.542652724270776,MU,1300144,22.35,2086.36,apuí,13.0
apuí,1817.0,986.0,0.542652724270776,MU,1300144,29.0,2086.36,apuí,13.0
apuí,1817.0,986.0,0.542652724270776,MU,1300144,111.66,2086.36,apuí,13.0
atalaia do norte,793.0,383.0,0.4829760403530895,MU,1300201,10.91,1485.15,atalaia do norte,13.0
atalaia do norte,793.0,383.0,0.4829760403530895,MU,1300201,20.0,1485.15,atalaia do norte,13.0
atalaia do norte,793.0,383.0,0.4829760403530895,MU,1300201,106.25,1485.15,atalaia do norte,13.0
autazes,2975.0,1811.0,0.6087394957983193,MU,1300300,18.64,1461.16,autazes,13.0
autazes,2975.0,1811.0,0.6087394957983193,MU,1300300,24.0,1461.16,autazes,13.0
autazes,2975.0,1811.0,0.6087394957983193,MU,1300300,110.81,1461.16,autazes,13.0
barcelos,1029.0,496.0,0.4820213799805636,MU,1300409,15.3,1571.015,barcelos,13.0
barcelos,1029.0,496.0,0.4820213799805636,MU,1300409,22.0,1571.015,barcelos,13.0
barcelos,1029.0,496.0,0.4820213799805636,MU,1300409,109.59,1571.015,barcelos,13.0
barreirinha,1608.0,865.0,0.5379353233830846,MU,1300508,16.84,1695.9450000000002,barreirinha,13.0
